Date,Price,Open,High,Low,Vol.,Change %
"Jan 31, 2020","4,920","4,950","5,020","4,865",252.56K,-0.30%
"Jan 30, 2020","4,935","4,980","5,080","4,930",283.36K,-1.69%
"Jan 29, 2020","5,020","5,040","5,080","4,980",349.84K,0.00%
"Jan 28, 2020","5,020","5,360","5,410","5,000",719.07K,-8.06%
"Jan 23, 2020","5,460","5,430","5,500","5,430",160.01K,0.18%
"Jan 22, 2020","5,450","5,480","5,490","5,410",156.96K,-0.18%
"Jan 21, 2020","5,460","5,510","5,540","5,440",156.07K,-0.55%
"Jan 20, 2020","5,490","5,500","5,560","5,470",173.47K,0.00%
"Jan 17, 2020","5,490","5,530","5,600","5,480",236.34K,-0.54%
"Jan 16, 2020","5,520","5,560","5,570","5,490",189.38K,-0.54%
"Jan 15, 2020","5,550","5,530","5,620","5,500",164.94K,0.73%
"Jan 14, 2020","5,510","5,540","5,580","5,480",299.87K,-0.18%
"Jan 13, 2020","5,520","5,510","5,560","5,460",191.01K,0.36%
"Jan 10, 2020","5,500","5,480","5,580","5,440",219.67K,0.18%
"Jan 09, 2020","5,490","5,510","5,580","5,450",239.99K,1.10%
"Jan 08, 2020","5,430","5,640","5,640","5,390",524.10K,-4.57%
"Jan 07, 2020","5,690","5,740","5,770","5,650",303.89K,-0.70%
"Jan 06, 2020","5,730","5,890","5,890","5,680",319.88K,-2.88%
"Jan 03, 2020","5,900","5,870","5,920","5,830",230.40K,0.85%
"Jan 02, 2020","5,850","5,930","5,980","5,820",239.90K,-1.68%
"Highest: 14,200","Lowest: 2,780","Difference: 11,420","Average: 6,492",Change %: 129,,
