Date,Price,Open,High,Low,Vol.,Change %
"Apr 02, 2020",13.05,13.1,13.11,12.92,5.83M,0.99%
"Apr 01, 2020",12.92,13.1,13.28,12.9,6.43M,-2.31%
"Mar 31, 2020",13.22,13.14,13.42,13.06,5.64M,1.36%
"Mar 30, 2020",13.05,13.25,13.28,12.98,4.34M,-3.07%
"Mar 27, 2020",13.46,14.24,14.44,13.46,5.01M,-5.14%
"Mar 26, 2020",14.19,13.58,14.57,13.47,4.87M,4.19%
"Mar 25, 2020",13.62,13.76,14.16,13.6,3.85M,1.11%
"Mar 24, 2020",13.47,13.49,13.69,13.15,4.38M,5.32%
"Mar 23, 2020",12.79,12.97,13.69,12.38,3.78M,-3.54%
"Mar 20, 2020",13.26,14.02,14.23,13.26,4.44M,-4.47%
"Mar 19, 2020",13.88,13.48,14,13.28,3.19M,2.51%
"Mar 18, 2020",13.54,13.46,13.8,13.22,4.13M,-0.88%
"Mar 17, 2020",13.66,14.4,14.4,13.02,4.32M,-4.54%
"Mar 16, 2020",14.31,15.1,15.1,14.21,3.89M,-9.32%
"Mar 13, 2020",15.78,14.82,15.78,14.82,3.47M,6.98%
"Mar 12, 2020",14.75,15.39,15.75,14.41,4.59M,-4.90%
"Mar 11, 2020",15.51,16.62,16.89,15.45,5.29M,-6.79%
"Mar 10, 2020",16.64,17.49,17.66,16.63,6.12M,-2.63%
"Mar 09, 2020",17.09,16.88,17.29,16.79,2.84M,-1.78%
"Mar 06, 2020",17.4,17.91,17.91,17.33,2.63M,-2.85%
"Mar 05, 2020",17.91,18.23,18.76,17.91,3.72M,-0.61%
"Mar 04, 2020",18.02,18.26,18.51,18,2.71M,-0.99%
"Mar 03, 2020",18.2,17.9,18.3,17.88,3.46M,4.12%
"Mar 02, 2020",17.48,17.6,18.25,17.41,4.96M,1.63%
"Feb 28, 2020",17.2,18.1,18.3,16.78,5.72M,-6.11%
"Feb 27, 2020",18.32,19.01,19.07,18.32,4.16M,-4.58%
"Feb 26, 2020",19.2,18.64,19.25,18.43,7.71M,2.51%
"Feb 25, 2020",18.73,19,19.15,18.73,6.14M,-0.90%
"Feb 24, 2020",18.9,19.65,19.65,18.75,4.71M,-3.77%
"Feb 21, 2020",19.64,19.5,19.83,19.31,4.17M,0.56%
"Feb 20, 2020",19.53,20,20.3,19.5,6.86M,-2.15%
"Feb 19, 2020",19.96,19.8,19.96,19.71,3.31M,0.45%
"Feb 18, 2020",19.87,20.04,20.06,19.7,3.06M,-1.24%
"Feb 17, 2020",20.12,20,20.16,19.7,3.43M,0.85%
"Feb 14, 2020",19.95,20.14,20.28,19.83,5.14M,0.66%
"Feb 13, 2020",19.82,19.47,19.82,19.3,5.10M,1.85%
"Feb 12, 2020",19.46,20,20.02,19.46,11.31M,-2.55%
"Feb 11, 2020",19.97,19.42,20.16,19.16,10.20M,3.31%
"Feb 10, 2020",19.33,20.06,20.18,19.18,7.10M,-4.31%
