Date,Price,Open,High,Low,Vol.,Change %
"Feb 20, 2020","6,060.00","6,150.00","6,180.00","6,030.00",648.77K,-0.82%
"Feb 19, 2020","6,110.00","6,140.00","6,180.00","6,080.00",2.04M,0.00%
"Feb 18, 2020","6,110.00","6,240.00","6,240.00","6,110.00",720.50K,-1.45%
"Feb 17, 2020","6,200.00","6,200.00","6,250.00","6,170.00",305.67K,0.00%
"Feb 14, 2020","6,200.00","6,210.00","6,210.00","6,190.00",717.42K,0.00%
"Feb 13, 2020","6,200.00","6,250.00","6,270.00","6,200.00",443.22K,-0.48%
"Feb 12, 2020","6,230.00","6,140.00","6,250.00","6,120.00",2.19M,1.47%
"Feb 11, 2020","6,140.00","6,190.00","6,190.00","6,060.00",948.86K,-1.29%
"Feb 10, 2020","6,220.00","6,310.00","6,310.00","6,220.00",293.51K,-1.43%
"Feb 07, 2020","6,310.00","6,360.00","6,360.00","6,280.00",400.12K,-1.25%
"Feb 06, 2020","6,390.00","6,530.00","6,540.00","6,360.00",622.79K,-2.14%
"Feb 05, 2020","6,530.00","6,590.00","6,590.00","6,510.00",584.24K,0.46%
"Feb 04, 2020","6,500.00","6,530.00","6,570.00","6,500.00",469.99K,-0.31%
"Feb 03, 2020","6,520.00","6,630.00","6,630.00","6,520.00",80.97K,0.31%
"Jan 31, 2020","6,500.00","6,580.00","6,600.00","6,500.00",906.36K,-1.22%
"Jan 30, 2020","6,580.00","6,520.00","6,580.00","6,440.00",191.33K,0.00%
"Jan 29, 2020","6,580.00","6,480.00","6,580.00","6,480.00",295.52K,1.70%
"Jan 28, 2020","6,470.00","6,440.00","6,470.00","6,400.00",308.20K,0.31%
"Jan 27, 2020","6,450.00","6,560.00","6,560.00","6,320.00",372.45K,-0.77%
"Jan 24, 2020","6,500.00","6,620.00","6,620.00","6,500.00",332.19K,-1.52%
"Jan 23, 2020","6,600.00","6,700.00","6,750.00","6,570.00",327.56K,-0.45%
"Jan 22, 2020","6,630.00","6,630.00","6,640.00","6,630.00",8.27K,-0.45%
"Jan 21, 2020","6,660.00","6,740.00","6,740.00","6,630.00",275.26K,-1.19%
"Jan 20, 2020","6,740.00","6,750.00","6,750.00","6,640.00",21.49K,1.20%
"Jan 17, 2020","6,660.00","6,600.00","6,660.00","6,600.00",303.88K,1.22%
"Jan 16, 2020","6,580.00","6,550.00","6,650.00","6,500.00",507.86K,0.15%
"Jan 15, 2020","6,570.00","6,600.00","6,610.00","6,530.00",248.41K,-1.05%
"Jan 14, 2020","6,640.00","6,660.00","6,700.00","6,620.00",470.52K,-0.30%
"Jan 13, 2020","6,660.00","6,700.00","6,780.00","6,660.00",443.47K,-1.62%
"Jan 10, 2020","6,770.00","6,780.00","6,890.00","6,720.00",227.47K,-0.59%
"Jan 09, 2020","6,810.00","6,880.00","6,890.00","6,800.00",262.89K,-1.02%
"Jan 08, 2020","6,880.00","6,940.00","6,950.00","6,880.00",84.93K,-1.01%
"Jan 07, 2020","6,950.00","6,950.00","6,950.00","6,850.00",168.71K,-0.71%
"Jan 03, 2020","7,000.00","7,040.00","7,100.00","6,960.00",470.77K,-1.69%
"Jan 02, 2020","7,120.00","7,300.00","7,300.00","7,120.00",138.96K,-2.47%
